concept_path,concept_cd
/Diagnoses/Circulatory system (390-459)/Arterial vascular disease (440-447)/(447) Other disorders of arteries~/(447-6) Arteritis, unspecified/,ICD9:447.6
/Diagnoses/Circulatory system (390-459)/Cerebrovascular disease (430-438)/(433) Occlusion and stenosis of p~/(433-9) Occlusion and stenosis of~/,ICD9:433.9
/Diagnoses/Circulatory system (390-459)/Chronic Rheumatic heart disease (393-398)/(393) Chronic rheumatic pericardi~/,ICD9:393
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(421) Acute and subacute endocard~/(421-9) Acute endocarditis, unspe~/,ICD9:421.9
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(424) Other diseases of endocardi~/(424-0) Mitral valve disorders/,ICD9:424.0
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(425) Cardiomyopathy/(425-3) Endocardial fibroelastosis/,ICD9:425.3
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(425) Cardiomyopathy/(425-9) Secondary cardiomyopathy,~/,ICD9:425.9
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(428) Heart failure/(428-1) Left heart failure/,ICD9:428.1
/Diagnoses/Circulatory system (390-459)/Other forms of heart disease (420-429)/(429) Ill-defined descriptions an~/(429-8) Other ill-defined heart d~/(429-81) Other disorders of papil~/,ICD9:429.81
/Diagnoses/Circulatory system (390-459)/Venous and lymphatic disease (451-459)/(451) Phlebitis and thrombophlebi~/(451-1) Phlebitis and thrombophle~/,ICD9:451.1
/Diagnoses/Circulatory system (390-459)/Venous and lymphatic disease (451-459)/(451) Phlebitis and thrombophlebi~/(451-2) Phlebitis and thrombophle~/,ICD9:451.2
/Diagnoses/Conditions in the perinatal period (760-779)/(767) Birth trauma/(767-1) Injuries to scalp due to ~/,ICD9:767.1
/Diagnoses/Circulatory system (390-459)/Venous and lymphatic disease (451-459)/(456) Varicose veins of other sit~/(456-1) Esophageal varices withou~/,ICD9:456.1
/Diagnoses/Conditions in the perinatal period (760-779)/(767) Birth trauma/(767-4) Injury to spine and spina~/,ICD9:767.4
/Diagnoses/Conditions in the perinatal period (760-779)/(768) Intrauterine hypoxia and bi~/,ICD9:768
/Diagnoses/Conditions in the perinatal period (760-779)/(768) Intrauterine hypoxia and bi~/(768-2) Fetal distress before ons~/,ICD9:768.2
/Diagnoses/Conditions in the perinatal period (760-779)/(769) Respiratory distress syndro~/,ICD9:769
/Diagnoses/Conditions in the perinatal period (760-779)/(770) Other respiratory condition~/(770-2) Interstitial emphysema an~/,ICD9:770.2
/Diagnoses/Conditions in the perinatal period (760-779)/(772) Fetal and neonatal hemorrha~/(772-8) Other specified hemorrhag~/,ICD9:772.8
/Diagnoses/Conditions in the perinatal period (760-779)/(774) Other perinatal jaundice/(774-1) Perinatal jaundice from o~/,ICD9:774.1
/Diagnoses/Conditions in the perinatal period (760-779)/(774) Other perinatal jaundice/(774-6) Unspecified fetal and neo~/,ICD9:774.6
/Diagnoses/Conditions in the perinatal period (760-779)/(779) Other and ill-defined condi~/(779-2) Cerebral depression, coma~/,ICD9:779.2
/Diagnoses/Conditions in the perinatal period (760-779)/(779) Other and ill-defined condi~/(779-3) Feeding problems in newbo~/,ICD9:779.3
/Diagnoses/Conditions in the perinatal period (760-779)/(779) Other and ill-defined condi~/(779-9) Unspecified condition ori~/,ICD9:779.9
/Diagnoses/Conditions in the perinatal period (760-779)/Maternally caused (760-763)/(760) Fetus or newborn affected b~/(760-2) Maternal infections affec~/,ICD9:760.2
/Diagnoses/Conditions in the perinatal period (760-779)/Maternally caused (760-763)/(760) Fetus or newborn affected b~/(760-7) Noxious influences affect~/(760-75) Cocaine affecting fetus ~/,ICD9:760.75
/Diagnoses/Conditions in the perinatal period (760-779)/Maternally caused (760-763)/(761) Fetus or newborn affected b~/(761-3) Polyhydramnios affecting ~/,ICD9:761.3
/Diagnoses/Conditions in the perinatal period (760-779)/Maternally caused (760-763)/(761) Fetus or newborn affected b~/(761-6) Maternal death affecting ~/,ICD9:761.6
/Diagnoses/Conditions in the perinatal period (760-779)/Maternally caused (760-763)/(762) Fetus or newborn affected b~/(762-2) Other and unspecified mor~/,ICD9:762.2
/Diagnoses/Conditions in the perinatal period (760-779)/Maternally caused (760-763)/(762) Fetus or newborn affected b~/(762-7) Chorioamnionitis affectin~/,ICD9:762.7
/Diagnoses/Congenital anomalies (740-759)/(742) Other congenital anomalies ~/(742-2) Congenital reduction defo~/,ICD9:742.2
/Diagnoses/Congenital anomalies (740-759)/(743) Congenital anomalies of eye/(743-3) Congenital cataract and l~/(743-33) Congenital nuclear catar~/,ICD9:743.33
/Diagnoses/Congenital anomalies (740-759)/(743) Congenital anomalies of eye/(743-5) Congenital anomalies of p~/(743-54) Congenital folds and cys~/,ICD9:743.54
/Diagnoses/Congenital anomalies (740-759)/(745) Bulbus cordis anomalies and~/(745-5) Ostium secundum type atri~/,ICD9:745.5
/Diagnoses/Congenital anomalies (740-759)/(747) Other congenital anomalies ~/(747-2) Other congenital anomalie~/,ICD9:747.2
/Diagnoses/Congenital anomalies (740-759)/(750) Other congenital anomalies ~/(750-2) Other specified congenita~/(750-29) Other specified congenit~/,ICD9:750.29
/Diagnoses/Congenital anomalies (740-759)/(751) Other congenital anomalies ~/(751-6) Anomalies of gallbladder,~/(751-61) Biliary atresia, congeni~/,ICD9:751.61
/Diagnoses/Congenital anomalies (740-759)/(753) Congenital anomalies of uri~/(753-7) Anomalies of urachus, con~/,ICD9:753.7
/Diagnoses/Congenital anomalies (740-759)/(753) Congenital anomalies of uri~/(753-9) Unspecified congenital an~/,ICD9:753.9
/Diagnoses/Congenital anomalies (740-759)/(754) Certain congenital musculos~/(754-7) Other congenital deformit~/(754-79) Other congenital deformi~/,ICD9:754.79
/Diagnoses/Congenital anomalies (740-759)/(755) Other congenital anomalies ~/(755-1) Syndactyly/(755-12) Syndactyly of fingers wi~/,ICD9:755.12
/Diagnoses/Congenital anomalies (740-759)/(755) Other congenital anomalies ~/(755-3) Reduction deformities of ~/(755-31) Transverse deficiency of~/,ICD9:755.31
/Diagnoses/Digestive system (520-579)/Appendicitis (540-543)/(540) Acute appendicitis/(540-9) Acute appendicitis withou~/,ICD9:540.9
/Diagnoses/Digestive system (520-579)/Noninfectious enteritis and colitis (555-558)/(555) Regional enteritis/(555-1) Regional enteritis of lar~/,ICD9:555.1
/Diagnoses/Digestive system (520-579)/Noninfectious enteritis and colitis (555-558)/(556) Ulcerative colitis/(556-4) Pseudopolyposis of colon/,ICD9:556.4
/Diagnoses/Digestive system (520-579)/Oral cavity diseases (520-529)/(521) Diseases of hard tissues of~/(521-1) Excessive dental attrition/,ICD9:521.1
/Diagnoses/Digestive system (520-579)/Oral cavity diseases (520-529)/(521) Diseases of hard tissues of~/(521-3) Erosion of teeth/,ICD9:521.3
/Diagnoses/Digestive system (520-579)/Oral cavity diseases (520-529)/(521) Diseases of hard tissues of~/(521-8) Other specified diseases ~/,ICD9:521.8
/Diagnoses/Digestive system (520-579)/Oral cavity diseases (520-529)/(523) Gingival and periodontal di~/(523-5) Periodontosis/,ICD9:523.5
/Diagnoses/Digestive system (520-579)/Other diseases of digestive system (570-579)/(572) Liver abscess and sequelae ~/(572-2) Hepatic coma/,ICD9:572.2
/Diagnoses/Digestive system (520-579)/Other diseases of intestines and peritoneum (560-569)/(568) Other disorders of peritone~/(568-8) Other specified disorders~/(568-81) Hemoperitoneum (nontraum~/,ICD9:568.81
/Diagnoses/Digestive system (520-579)/Stomach and duodenum diseases (531-537)/(532) Duodenal ulcer/(532-6) Chronic or unspecified du~/(532-61) Chronic or unspecified d~/,ICD9:532.61
/Diagnoses/Digestive system (520-579)/Stomach and duodenum diseases (531-537)/(534) Gastrojejunal ulcer/(534-5) Chronic or unspecified ga~/(534-50) Chronic or unspecified g~/,ICD9:534.50
/Diagnoses/Digestive system (520-579)/Stomach and duodenum diseases (531-537)/(534) Gastrojejunal ulcer/(534-6) Chronic or unspecified ga~/(534-61) Chronic or unspecified g~/,ICD9:534.61
/Diagnoses/Endocrine disorders (240-259)/Other endocrine gland diseases (250-259)/(251) Other disorders of pancreat~/(251-5) Abnormality of secretion ~/,ICD9:251.5
/Diagnoses/Endocrine disorders (240-259)/Other endocrine gland diseases (250-259)/(251) Other disorders of pancreat~/(251-8) Other specified disorders~/,ICD9:251.8
/Diagnoses/Endocrine disorders (240-259)/Other endocrine gland diseases (250-259)/(256) Ovarian dysfunction/(256-3) Other ovarian failure/,ICD9:256.3
/Diagnoses/Endocrine disorders (240-259)/Other endocrine gland diseases (250-259)/(257) Testicular dysfunction/(257-2) Other testicular hypofunc~/,ICD9:257.2
/Diagnoses/Endocrine disorders (240-259)/Other endocrine gland diseases (250-259)/(258) Polyglandular dysfunction a~/(258-1) Other combinations of end~/,ICD9:258.1
/Diagnoses/Endocrine disorders (240-259)/Other endocrine gland diseases (250-259)/(259) Other endocrine disorders/(259-1) Precocious sexual develop~/,ICD9:259.1
/Diagnoses/Endocrine disorders (240-259)/Thyroid disorders (240-246)/(245) Thyroiditis/(245-4) Iatrogenic thyroiditis/,ICD9:245.4
/Diagnoses/Events of pregnancy (630-677)/(648) Other current conditions in~/(648-1) Thyroid dysfunction compl~/,ICD9:648.1
/Diagnoses/Events of pregnancy (630-677)/(652) Malposition and malpresenta~/(652-6) Multiple gestation with m~/,ICD9:652.6
/Diagnoses/Events of pregnancy (630-677)/(654) Abnormality of organs and s~/(654-5) Cervical incompetence com~/,ICD9:654.5
/Diagnoses/Hematologic diseases (280-289)/(283) Acquired hemolytic anemias/(283-0) Autoimmune hemolytic anem~/,ICD9:283.0
/Diagnoses/Events of pregnancy (630-677)/Complications of labor and delivery (660-669)/(661) Abnormality of forces of la~/(661-2) Other and unspecified ute~/,ICD9:661.2
/Diagnoses/Events of pregnancy (630-677)/Complications of labor and delivery (660-669)/(664) Trauma to perineum and vulv~/(664-3) Fourth-degree perineal la~/,ICD9:664.3
/Diagnoses/Events of pregnancy (630-677)/Complications of labor and delivery (660-669)/(669) Other complications of labo~/(669-4) Other complications of ob~/,ICD9:669.4
/Diagnoses/Events of pregnancy (630-677)/Complications of the puerperium (670-677)/(671) Venous complications in pre~/(671-2) Superficial thrombophlebi~/,ICD9:671.2
/Diagnoses/Events of pregnancy (630-677)/Complications of the puerperium (670-677)/(671) Venous complications in pre~/(671-3) Deep phlebothrombosis, an~/,ICD9:671.3
/Diagnoses/Events of pregnancy (630-677)/Complications of the puerperium (670-677)/(671) Venous complications in pre~/(671-4) Deep phlebothrombosis, po~/,ICD9:671.4
/Diagnoses/Genitourinary system (580-629)/Disorders of breast (610-611)/(610) Benign mammary dysplasias/(610-0) Solitary cyst of breast/,ICD9:610.0
/Diagnoses/Genitourinary system (580-629)/Inflammatory disease of female pelvic organs (614-616)/(614) Inflammatory disease of ova~/(614-4) Chronic or unspecified pa~/,ICD9:614.4
/Diagnoses/Genitourinary system (580-629)/Other diseases of urinary system (590-599)/(590) Infections of kidney/(590-8) Other pyelonephritis or p~/(590-80) Pyelonephritis, unspecif~/,ICD9:590.80
/Diagnoses/Hematologic diseases (280-289)/(289) Other diseases of blood and~/(289-1) Chronic lymphadenitis/,ICD9:289.1
/Diagnoses/Genitourinary system (580-629)/Other disorders of female genital tract (617-629)/(620) Noninflammatory disorders o~/(620-9) Unspecified noninflammato~/,ICD9:620.9
/Diagnoses/Genitourinary system (580-629)/Other disorders of female genital tract (617-629)/(626) Disorders of menstruation a~/(626-2) Excessive or frequent men~/,ICD9:626.2
/Diagnoses/Hematologic diseases (280-289)/(288) Diseases of white blood cel~/(288-2) Genetic anomalies of leuk~/,ICD9:288.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Arthropod-borne viral diseases (060-066)/(061) Dengue/,ICD9:061
/Diagnoses/Infectious and parasitic diseases (001-139)/Helminthiases (120-129)/(125) Filarial infection and drac~/(125-6) Other specified filariasis/,ICD9:125.6
/Diagnoses/Infectious and parasitic diseases (001-139)/Intestinal infectious diseases (001-009)/(008) Intestinal infections due t~/(008-0) Intestinal infection due ~/,ICD9:008.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Intestinal infectious diseases (001-009)/(008) Intestinal infections due t~/(008-0) Intestinal infection due ~/(008-00) Intestinal infection due~/,ICD9:008.00
/Diagnoses/Infectious and parasitic diseases (001-139)/Intestinal infectious diseases (001-009)/(008) Intestinal infections due t~/(008-3) Intestinal infection due ~/,ICD9:008.3
/Diagnoses/Infectious and parasitic diseases (001-139)/Intestinal infectious diseases (001-009)/(008) Intestinal infections due t~/(008-4) Intestinal infection due ~/(008-49) Intestinal infection due~/,ICD9:008.49
/Diagnoses/Infectious and parasitic diseases (001-139)/Intestinal infectious diseases (001-009)/(008) Intestinal infections due t~/(008-6) Enteritis due to specifie~/(008-61) Enteritis due to rotavir~/,ICD9:008.61
/Diagnoses/Infectious and parasitic diseases (001-139)/Mycosis (110-118)/(111) Dermatomycosis, other and u~/(111-0) Pityriasis versicolor/,ICD9:111.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Mycosis (110-118)/(112) Candidiasis/(112-5) Disseminated candidiasis/,ICD9:112.5
/Diagnoses/Infectious and parasitic diseases (001-139)/Mycosis (110-118)/(114) Coccidioidomycosis/(114-1) Primary extrapulmonary co~/,ICD9:114.1
/Diagnoses/Infectious and parasitic diseases (001-139)/Mycosis (110-118)/(117) Other mycoses/(117-0) Rhinosporidiosis/,ICD9:117.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Non-arthropod-borne diseases of CNS (045-049)/(045) Acute poliomyelitis/(045-2) Acute nonparalytic poliom~/,ICD9:045.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(033) Whooping cough/(033-9) Whooping cough, unspecifi~/,ICD9:033.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(039) Actinomycotic infections/(039-9) Actinomycotic infection o~/,ICD9:039.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Other bacterial diseases (030-041)/(041) Bacterial infection in cond~/(041-0) Streptococcus infection i~/(041-03) Group C Streptococcus in~/,ICD9:041.03
/Diagnoses/Infectious and parasitic diseases (001-139)/Other diseases (130-136)/(132) Pediculosis and phthirus in~/(132-2) Phthirus pubis [pubic lou~/,ICD9:132.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Other spirochetal diseases (100-104)/(101) Vincent's angina/,ICD9:101
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(072) Mumps/(072-0) Mumps orchitis/,ICD9:072.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(073) Ornithosis/(073-7) Ornithosis with other spe~/,ICD9:073.7
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(078) Other diseases due to virus~/(078-5) Cytomegaloviral disease/,ICD9:078.5
/Diagnoses/Infectious and parasitic diseases (001-139)/Other viral and chlamydial diseases (070-079)/(079) Viral and chlamydial infect~/(079-0) Adenovirus infection in c~/,ICD9:079.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Rickettsiosis and arthropod borne diseases (080-088)/(084) Malaria/(084-9) Other pernicious complica~/,ICD9:084.9
/Diagnoses/Neurologic Disorders (320-389)/(348) Other conditions of brain/(348-0) Cerebral cysts/,ICD9:348.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(013) Tuberculosis of meninges an~/(013-4) Tuberculoma of spinal cord/,ICD9:013.4
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(013) Tuberculosis of meninges an~/(013-8) Other specified tuberculo~/,ICD9:013.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(015) Tuberculosis of bones and j~/,ICD9:015
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(015) Tuberculosis of bones and j~/(015-8) Tuberculosis of other spe~/,ICD9:015.8
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(015) Tuberculosis of bones and j~/(015-9) Tuberculosis of unspecifi~/,ICD9:015.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Tuberculosis (010-018)/(018) Miliary tuberculosis/(018-9) Unspecified miliary tuber~/,ICD9:018.9
/Diagnoses/Infectious and parasitic diseases (001-139)/Venereal diseases and syphillis (090-099)/(094) Neurosyphilis/(094-8) Other specified neurosyph~/(094-85) Syphilitic retrobulbar n~/,ICD9:094.85
/Diagnoses/Infectious and parasitic diseases (001-139)/Venereal diseases and syphillis (090-099)/(098) Gonococcal infections/(098-0) Gonococcal infection (acu~/,ICD9:098.0
/Diagnoses/Infectious and parasitic diseases (001-139)/Venereal diseases and syphillis (090-099)/(098) Gonococcal infections/(098-1) Gonococcal infection (acu~/(098-19) Other gonococcal infecti~/,ICD9:098.19
/Diagnoses/Infectious and parasitic diseases (001-139)/Venereal diseases and syphillis (090-099)/(098) Gonococcal infections/(098-2) Gonococcal infection, chr~/,ICD9:098.2
/Diagnoses/Infectious and parasitic diseases (001-139)/Venereal diseases and syphillis (090-099)/(099) Other venereal diseases/(099-3) Reiter's disease/,ICD9:099.3
/Diagnoses/Infectious and parasitic diseases (001-139)/Zoonotic bacterial diseases (020-027)/(027) Other zoonotic bacterial di~/(027-1) Erysipelothrix infection/,ICD9:027.1
/Diagnoses/Injury and poisoning (800-999)/(958) Certain early complications~/(958-6) Volkmann's ischemic contr~/,ICD9:958.6
/Diagnoses/Injury and poisoning (800-999)/Burns (940-949)/(941) Burn of face, head, and neck/(941-1) Erythema due to burn (fir~/(941-12) Erythema due to burn (fi~/,ICD9:941.12
/Diagnoses/Injury and poisoning (800-999)/Burns (940-949)/(941) Burn of face, head, and neck/(941-4) Deep necrosis of underlyi~/(941-48) Deep necrosis of underly~/,ICD9:941.48
/Diagnoses/Injury and poisoning (800-999)/Burns (940-949)/(942) Burn of trunk/(942-1) Erythema due to burn (fir~/(942-14) Erythema due to burn [fi~/,ICD9:942.14
/Diagnoses/Injury and poisoning (800-999)/Burns (940-949)/(943) Burn of upper limb, except ~/(943-1) Erythema due to burn (fir~/(943-11) Erythema due to burn (fi~/,ICD9:943.11
/Diagnoses/Injury and poisoning (800-999)/Burns (940-949)/(943) Burn of upper limb, except ~/(943-1) Erythema due to burn (fir~/(943-16) Erythema due to burn (fi~/,ICD9:943.16
/Diagnoses/Injury and poisoning (800-999)/Burns (940-949)/(943) Burn of upper limb, except ~/(943-3) Full-thickness skin loss ~/(943-33) Full-thickness skin loss~/,ICD9:943.33
/Diagnoses/Injury and poisoning (800-999)/Burns (940-949)/(943) Burn of upper limb, except ~/(943-3) Full-thickness skin loss ~/(943-35) Full-thickness skin loss~/,ICD9:943.35
/Diagnoses/Injury and poisoning (800-999)/Burns (940-949)/(944) Burn of wrist(s) and hand(s)/(944-2) Blisters with epidermal l~/(944-24) Blisters with epidermal ~/,ICD9:944.24
/Diagnoses/Injury and poisoning (800-999)/Burns (940-949)/(945) Burn of lower limb(s)/(945-5) Deep necrosis of underlyi~/(945-50) Deep necrosis of underly~/,ICD9:945.50
/Diagnoses/Injury and poisoning (800-999)/Burns (940-949)/(949) Burn, unspecified site/(949-1) Erythema due to burn (fir~/,ICD9:949.1
/Diagnoses/Injury and poisoning (800-999)/Contusion (920-924)/(924) Contusion of lower limb and~/(924-8) Contusion of multiple sit~/,ICD9:924.8
/Diagnoses/Injury and poisoning (800-999)/Dislocation (830-839)/(831) Dislocation of shoulder/(831-1) Open dislocation of shoul~/(831-19) Open dislocation of othe~/,ICD9:831.19
/Diagnoses/Injury and poisoning (800-999)/Dislocation (830-839)/(834) Dislocation of finger/(834-1) Open dislocation of finger/(834-11) Open dislocation of meta~/,ICD9:834.11
/Diagnoses/Injury and poisoning (800-999)/Dislocation (830-839)/(836) Dislocation of knee/(836-5) Other dislocation of knee~/(836-52) Posterior dislocation of~/,ICD9:836.52
/Diagnoses/Injury and poisoning (800-999)/Fracture of lower limb (820-829)/(820) Fracture of neck of femur/(820-3) Pertrochanteric fracture ~/(820-30) Fracture of unspecified ~/,ICD9:820.30
/Diagnoses/Injury and poisoning (800-999)/Fracture of lower limb (820-829)/(827) Other, multiple, and ill-de~/,ICD9:827
/Diagnoses/Injury and poisoning (800-999)/Fracture of neck and trunk (805-809)/(806) Fracture of vertebral colum~/(806-0) Closed fracture of cervic~/(806-08) Closed fracture of C(5)-~/,ICD9:806.08
/Diagnoses/Injury and poisoning (800-999)/Fracture of neck and trunk (805-809)/(806) Fracture of vertebral colum~/(806-3) Open fracture of dorsal v~/(806-34) Open fracture of T(1)-T(~/,ICD9:806.34
/Diagnoses/Injury and poisoning (800-999)/Fracture of neck and trunk (805-809)/(807) Fracture of rib(s), sternum~/(807-6) Open fracture of larynx a~/,ICD9:807.6
/Diagnoses/Injury and poisoning (800-999)/Fracture of skull (800-804)/(802) Fracture of face bones/(802-2) Mandible closed fracture/(802-26) Symphysis of body of man~/,ICD9:802.26
/Diagnoses/Injury and poisoning (800-999)/Fracture of skull (800-804)/(802) Fracture of face bones/(802-8) Other facial bones closed~/,ICD9:802.8
/Diagnoses/Injury and poisoning (800-999)/Fracture of upper limb (810-819)/(812) Fracture of humerus/,ICD9:812
/Diagnoses/Injury and poisoning (800-999)/Fracture of upper limb (810-819)/(812) Fracture of humerus/(812-0) Fracture of upper end of ~/(812-00) Fracture of unspecified ~/,ICD9:812.00
/Diagnoses/Injury and poisoning (800-999)/Fracture of upper limb (810-819)/(814) Fracture of carpal bone(s)/(814-0) Closed fractures of carpa~/(814-05) Closed fracture of trape~/,ICD9:814.05
/Diagnoses/Injury and poisoning (800-999)/Injury to blood vessels (900-904)/(900) Injury to blood vessels of ~/(900-0) Injury to carotid artery/(900-01) Injury to common carotid~/,ICD9:900.01
/Diagnoses/Injury and poisoning (800-999)/Injury to blood vessels (900-904)/(902) Injury to blood vessels of ~/(902-3) Injury to portal and sple~/(902-33) Injury to portal vein/,ICD9:902.33
/Diagnoses/Injury and poisoning (800-999)/Injury to blood vessels (900-904)/(903) Injury to blood vessels of ~/(903-0) Injury to axillary blood ~/(903-00) Injury to axillary vesse~/,ICD9:903.00
/Diagnoses/Injury and poisoning (800-999)/Injury to nerves and spinal cord (950-957)/(951) Injury to other cranial ner~/(951-0) Injury to oculomotor nerve/,ICD9:951.0
/Diagnoses/Mental Disorders (290-319)/Psychosis (290-299)/(297) Paranoid states/(297-2) Paraphrenia/,ICD9:297.2
/Diagnoses/Injury and poisoning (800-999)/Injury to nerves and spinal cord (950-957)/(956) Injury to peripheral nerve(~/(956-0) Injury to sciatic nerve/,ICD9:956.0
/Diagnoses/Injury and poisoning (800-999)/Internal injury of thorax, abdomen, and pelvis (860-869)/(860) Traumatic pneumothorax and ~/(860-5) Traumatic pneumohemothora~/,ICD9:860.5
/Diagnoses/Injury and poisoning (800-999)/Internal injury of thorax, abdomen, and pelvis (860-869)/(861) Injury to heart and lung/(861-0) Heart injury, without men~/(861-03) Laceration of heart with~/,ICD9:861.03
/Diagnoses/Injury and poisoning (800-999)/Internal injury of thorax, abdomen, and pelvis (860-869)/(862) Injury to other and unspeci~/(862-2) Injury to other specified~/(862-29) Injury to other specifie~/,ICD9:862.29
/Diagnoses/Injury and poisoning (800-999)/Intracranial injury (850-854)/(854) Intracranial injury of othe~/,ICD9:854
/Diagnoses/Injury and poisoning (800-999)/Late effects of external causes (905-909)/(905) Late effects of musculoskel~/,ICD9:905
/Diagnoses/Injury and poisoning (800-999)/Open wound (870-897)/(872) Open wound of ear/(872-6) Open wound of other speci~/(872-61) Open wound of ear drum, ~/,ICD9:872.61
/Diagnoses/Injury and poisoning (800-999)/Open wound (870-897)/(874) Open wound of neck/(874-5) Open wound of pharynx, co~/,ICD9:874.5
/Diagnoses/Injury and poisoning (800-999)/Open wound (870-897)/(874) Open wound of neck/(874-8) Open wound of other and u~/,ICD9:874.8
/Diagnoses/Injury and poisoning (800-999)/Open wound (870-897)/(875) Open wound of chest (wall)/(875-0) Open wound of chest (wall~/,ICD9:875.0
/Diagnoses/Injury and poisoning (800-999)/Open wound (870-897)/(878) Open wound of genital organ~/(878-1) Open wound of penis, comp~/,ICD9:878.1
/Diagnoses/Injury and poisoning (800-999)/Open wound (870-897)/(878) Open wound of genital organ~/(878-7) Open wound of vagina, com~/,ICD9:878.7
/Diagnoses/Injury and poisoning (800-999)/Open wound (870-897)/(879) Open wound of other and uns~/(879-4) Open wound of abdominal w~/,ICD9:879.4
/Diagnoses/Injury and poisoning (800-999)/Open wound (870-897)/(884) Multiple and unspecified op~/(884-1) Multiple and unspecified ~/,ICD9:884.1
/Diagnoses/Injury and poisoning (800-999)/Open wound (870-897)/(896) Traumatic amputation of foo~/(896-1) Traumatic amputation of f~/,ICD9:896.1
/Diagnoses/Injury and poisoning (800-999)/Poisoning (960-989)/(962) Poisoning by hormones and s~/(962-7) Poisoning by thyroid and ~/,ICD9:962.7
/Diagnoses/Injury and poisoning (800-999)/Poisoning (960-989)/(965) Poisoning by analgesics, an~/(965-0) Poisoning by opiates and ~/(965-00) Poisoning by opium (alka~/,ICD9:965.00
/Diagnoses/Injury and poisoning (800-999)/Poisoning (960-989)/(971) Poisoning by drugs primaril~/(971-2) Poisoning by sympathomime~/,ICD9:971.2
/Diagnoses/Injury and poisoning (800-999)/Poisoning (960-989)/(972) Poisoning by agents primari~/(972-5) Poisoning by other vasodi~/,ICD9:972.5
/Diagnoses/Injury and poisoning (800-999)/Poisoning (960-989)/(980) Toxic effect of alcohol/(980-1) Toxic effect of methyl al~/,ICD9:980.1
/Diagnoses/Injury and poisoning (800-999)/Poisoning (960-989)/(985) Toxic effect of other metals/(985-4) Toxic effect of antimony ~/,ICD9:985.4
/Diagnoses/Injury and poisoning (800-999)/Poisoning (960-989)/(989) Toxic effect of other subst~/(989-1) Toxic effect of strychnin~/,ICD9:989.1
/Diagnoses/Injury and poisoning (800-999)/Poisoning (960-989)/(989) Toxic effect of other subst~/(989-7) Toxic effect of aflatoxin~/,ICD9:989.7
/Diagnoses/Injury and poisoning (800-999)/Sprains and strains (840-848)/(848) Other and ill-defined sprai~/(848-2) Thyroid region sprain/,ICD9:848.2
/Diagnoses/Injury and poisoning (800-999)/Sprains and strains (840-848)/(844) Sprains and strains of knee~/(844-3) Sprain of tibiofibular (j~/,ICD9:844.3
/Diagnoses/Injury and poisoning (800-999)/Sprains and strains (840-848)/(848) Other and ill-defined sprai~/(848-4) Sternum sprain/(848-41) Sternoclavicular (joint)~/,ICD9:848.41
/Diagnoses/Injury and poisoning (800-999)/Sprains and strains (840-848)/(848) Other and ill-defined sprai~/(848-4) Sternum sprain/(848-49) Other sprain of sternum/,ICD9:848.49
/Diagnoses/Injury and poisoning (800-999)/Superficial injury (910-919)/(911) Superficial injury of trunk/(911-8) Other and unspecified sup~/,ICD9:911.8
/Diagnoses/Injury and poisoning (800-999)/Superficial injury (910-919)/(912) Superficial injury of shoul~/(912-1) Abrasion or friction burn~/,ICD9:912.1
/Diagnoses/Injury and poisoning (800-999)/Superficial injury (910-919)/(913) Superficial injury of elbow~/(913-1) Abrasion or friction burn~/,ICD9:913.1
/Diagnoses/Metabolic and immunity disorders (270-279)/(274) Gout/(274-0) Gouty arthropathy/,ICD9:274.0
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(301) Personality disorders/(301-1) Affective personality dis~/(301-13) Cyclothymic disorder/,ICD9:301.13
/Diagnoses/Mental Disorders (290-319)/Non-psychotic disorders (300-316)/(302) Sexual deviations and disor~/(302-9) Unspecified psychosexual ~/,ICD9:302.9
